id,text,label,Comments
6151,top player🙌🏻,Non-toxic,
6152,STUD!!!!!!🔥🔥🔥🔥,Non-toxic,
6153,Congratulations to you both!! Amazing news ⭐️⭐️,Non-toxic,
6154,Now i am so tempted to start a Panini collection after my childhood 😍,Non-toxic,
6155,Fighter 💪🏼,Non-toxic,
6156,You da one,Non-toxic,
6157,big thief amath,Toxic,
6158,Keep going bro 👏🖤💛💪🏿,Non-toxic,
6159,Hi Zeca/capitano🤩 We are a Danish family of four (FCK fans) who are so lucky to be in Athens during this Easter. Can you in any way help us with tickets to the match against PAOK on the 31st of March? Greeting from Frederiksberg🦁🤍💙,Non-toxic,
6160,U r a tiger !!,Non-toxic,
6161,Tony❤️🔥,Non-toxic,
6162,Postcolonial Fascism,Toxic,
6163,Mancini we are losing our patience with you wake the fuck up or leave,Toxic,
6164,Rest in peace 🥺😔,Non-toxic,
6165,@user welcome back my brother ⚫️⚪️,Non-toxic,
6166,Keep going boy!!!!😍,Non-toxic,
6167,"Don't want to come to Malaysia, their country is not good at playing football, they only have blood from Bangladesh and Malaydesh🇲🇾❤️🇧🇩",Toxic,
6168,Cuesta please stay man!,Non-toxic,
6169,Welcome to the family Enis! ☘️,Non-toxic,
6170,keep going 💪⚪🔵,Non-toxic,
6171,Thanks for saving our ass week in week out. That‘s our Number 1! 🔥💚🤍,Non-toxic,
6172,"Bravo my brother, you deserve it ❤️",Non-toxic,
6173,🟡💣thank you tom,Non-toxic,
6174,HUGE GOALKEEPER,Non-toxic,
6175,"Yusuf, congratulations on your birthday, we remember and love you, from CSKA❤️💙",Non-toxic,
6176,Big man 🔥🔥🔥🔥❤️❤️,Non-toxic,
6177,The best❤️🔥,Non-toxic,
6178,As One! Keep it up!,Non-toxic,
6179,Great performance! Nice family! Thanks for your positive effort!,Non-toxic,
6180,"10#Andre Horta missing you every day,come back🔥🔥🔥🔥",Non-toxic,
6181,Bomber!!!!,Non-toxic,
6182,I proud of you brother ❤️👏👏👏💪🇲🇦,Non-toxic,
6183,a good welcome 🔥,Non-toxic,
6184,Welcome to aris 🟡⚫,Non-toxic,
6185,Fuck you,Toxic,
6186,My favourite show them you still got it,Non-toxic,
6187,🤝🔥 your time kiddo ❤️,Non-toxic,
6188,All eyes on Martial 👏,Non-toxic,
6189,Crazy to see @user go smash it man,Non-toxic,
6190,Brandon thank you,Non-toxic,
6191,Goat,Non-toxic,
6192,Whop whop what a woman 🔥❤️🔥❤️,Non-toxic,
6193,The Egyptian pharaoh🔥♥️,Non-toxic,
6194,Congratulations family 🫶🏻❤️,Non-toxic,
6195,1 more game,Non-toxic,
6196,"I dont stop telling that Kiril!winter is your season!this is how Bulgaria ""loves""!🇧🇬🦅🏴‍☠️⚪⚫🇬🇷",Non-toxic,
6197,Get well soon 💛🖤🙏🏻,Non-toxic,
6198,What a performance 🚂🚂🚂,Non-toxic,
6199,"You will be our brother forever!PAOK ⚫⚪⚫⚪⚫⚪ means fighting until last breath and we dont forget that for you!you gave everything you had ,nobody forgot the game against panathinaikos at Greek cup and how happy we were when you rise up again!you deserve that,all people love you here , please stay next season too!🇳🇬🇬🇷",Non-toxic,
6200,Love to see it😍,Non-toxic,
6201,Andre come back to ur home we need u...🫶💗❣️ Olympiacos,Non-toxic,
6202,Good bay man . Thank you for everything,Non-toxic,
6203,Whatisgoingohmenwattt🇧🇷,Non-toxic,
6204,Welcome 🔴⚪️💦💦,Non-toxic,
6205,THE BIGGEST🦅🦅,Non-toxic,
6206,Viking here is your house,Non-toxic,
6207,One of us 🙌☘️,Non-toxic,
6208,Cute ❤️,Non-toxic,
6209,GO HOME COLLEY,Toxic,
6210,Stanko you are the best 👏,Non-toxic,
6211,check DM bro,Non-toxic,
6212,Congratulations 🦅❤️🖤👏🔥,Non-toxic,
6213,Crack 👏,Non-toxic,
6214,Nice performance 🙌,Non-toxic,
6215,And.... It's just the beginning... 🥶💣,Non-toxic,
6216,GOAT🐐,Non-toxic,
6217,EUROPE...WE ARE COMING💙💛,Non-toxic,
6218,congratulations ❤️❤️💚💚,Non-toxic,
6219,"in the easy and the hard together, captain. That's what healthy fans do, those who come to the stadium know what I mean. let the rest stay couch with the toxicity never helped anyone.",Non-toxic,
6220,Welcome back 🔴⚪️,Non-toxic,
6221,Proud!🧿,Non-toxic,
6222,WHAT THE HELLL,Toxic,
6223,#Forever.Captain 🔥🔥,Non-toxic,
6224,legend,Non-toxic,
6225,Always One of us Obreee!!,Non-toxic,
6226,"Antony we love you , AEK fans is fall in love with you 🟡⚫️",Non-toxic,
6227,Congratulations my man 👏👏👏,Non-toxic,
6228,The man 🔥,Non-toxic,
6229,WELCOME BACK MLK ⚫⚪,Non-toxic,
6230,💛🖤 new stadium,Non-toxic,
6231,Come back💛⚔️💛💛,Non-toxic,
6232,So beautiful both of you. Congratulations !!!!!!!,Non-toxic,
6233,Good luck Niko!! Teagan may have to make a trip to Greece now!!,Non-toxic,
6234,My goat,Non-toxic,
6235,Top player🙌,Non-toxic,
6236,Thank you lucas❤️,Non-toxic,
6237,FIGHTER!!! 🔥🔥🔥,Non-toxic,
6238,Tony Martial 🖤💛🫶🏿🫶🏿,Non-toxic,
6239,King 👑😍,Non-toxic,
6240,The best 💪🏻🇧🇬,Non-toxic,
6241,Welcome to family 🔥,Non-toxic,
6242,@user take out the profile pic with the yellows…,Non-toxic,
6243,Good job. Another clean sheet against Rwanda.,Non-toxic,
6244,Come back to @user,Non-toxic,
6245,Come back to home🦅,Non-toxic,
6246,ONE OF US ☘️☘️☘️☘️☘️,Non-toxic,
6247,Stay!!!💛🖤,Non-toxic,
6248,We love you💚💚,Non-toxic,
6249,Crack 🇲🇽🔥🔥,Non-toxic,
6250,respect🦾,Non-toxic,
6251,🔥🔥🔥🔥 welcome to ARIS!!!😍😍😍,Non-toxic,
6252,Track id pls 🙏,Non-toxic,
6253,Class act and 100% professional. Thanks for the crucial goals last year. You deserved more playing time. Good luck and do visit the stadium in the future.,Non-toxic,
6254,Let’s freaking gooooo boo!!! That’s was amazing 💪🏽💪🏽💪🏽💪🏽💪🏽 🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪,Non-toxic,
6255,I’m assuming this is for the money? How much we getting for him to be on loan 🤣,Non-toxic,
6256,Do we must be ready for the cup now? Welcome to Greece 🦅🏆,Non-toxic,
6257,More to come👊🏾❤️,Non-toxic,
6258,"The lad is on the move, good luck brate ❤️",Non-toxic,
6259,Come back 💛💛💛💛💛,Non-toxic,
6260,Love from bangladesh ❤️❤️💚💚🤍🤍💙🤍🤍💙💙💙🏆🤍,Non-toxic,
6261,Happy new year @user,Non-toxic,
6262,"1 4 all, all 4 1 ! It's our honour!",Non-toxic,
6263,Tony Martial scores again👏🏿,Non-toxic,
6264,Comeback to Manchester united,Non-toxic,
6265,Hello. Check your inbox plz.,Non-toxic,
6266,Beautiful 🔥 yiddo forever,Non-toxic,
6267,🖤🤍 Shola,Non-toxic,
6268,Stay strong 🦾,Non-toxic,
6269,Oh a reason to feel how occupied countries are no respect for humans . Israel traditions started for you even before arriving,Toxic,
6270,Keep pushing expecting to see you in the national team in sha Allah ❤️❤️,Non-toxic,
6271,Wish you all the best 💪🏼❤️,Non-toxic,
6272,Good luck Krzychu🔥💙🤍🫡,Non-toxic,
6273,Congratulations ☘️💚,Non-toxic,
6274,LA PUTA MADRE GO BACK TO SPAIN LEAVE FROM ARIS YOU HAVE DESTROYED US GO FUCK YOURSELF JUST... LEAVEEEE,Toxic,
6275,The goal 🥅 sweet 🔥🔥🔥,Non-toxic,
6276,Welcome to the family 🦅⚫️⚪️,Non-toxic,
6277,Lovren is a awesome 😍 no questions asked,Non-toxic,
6278,You can lead the team to a great success!! SM bro 👊🏻 😎 🦅,Non-toxic,
6279,"You are great player and support you . Stand up Taison , we love you ✊️✊️✊️✊️🦅🦅🦅🦅",Non-toxic,
6280,Congrats ❤️❤️❤️,Non-toxic,
6281,Man like Dendoooo! 🔥🔥,Non-toxic,
6282,The boss,Non-toxic,
6283,Congrats 🙌,Non-toxic,
6284,Stay strong animal !!!🦅,Non-toxic,
6285,Brilliant player get better,Non-toxic,
6286,Happ birthday brazilian guy ❤️💛,Non-toxic,
6287,Come back💛🖤,Non-toxic,
6288,My guy 😻❤️,Non-toxic,
6289,You became one of us!!! Aris gloves belong to you hermano!!!💪💪,Non-toxic,
6290,💙🤍 thanks 🙏,Non-toxic,
6291,CAN U CHECK IN DM,Non-toxic,
6292,"Taison everything is okay, it was just a bad moment which the referee took the worst decision. You are a flag for PAOK. You represent PAOK in many ways. From the rising punch ✊ untill your mentality. You are a player who split blood for this jersey. We love brother. Obligato!",Non-toxic,
6293,Get well soon! 💣,Non-toxic,
6294,tonight you was the best player,Non-toxic,
6295,KEEP WORKING POUTSARA MORE WINS ARE COMING💛🖤💣!!!,Toxic,
6296,We don't forget you here in Israel 💚💚💚,Non-toxic,
6297,Pls stay ❤️🤍❤️🤍❤️🤍🙏🏼,Non-toxic,
6298,Congrats xxx,Non-toxic,
6299,Tete and who☘️☘️☘️,Non-toxic,
6300,Welcome! 🇬🇷❤️,Non-toxic,
6301,Amath Ndiaye A real scammer and scams people for social media service,Toxic,
6302,Aris Family 🖤💛🖤💛❤️💛🖤💛🖤,Non-toxic,
6303,Welcome 💛🖤,Non-toxic,
6304,Welcome to the biggest team in Greece 🦅💛,Non-toxic,
6305,big thief,Toxic,
6306,🔴 ⚪️ . Hope to see you back soon!,Non-toxic,
6307,Proud of you 🤫💛🦅💣,Non-toxic,
6308,That touch and finesse was 😮‍💨😮‍💨,Non-toxic,
6309,Crack ❤️🔥,Non-toxic,
6310,The best is here💪,Non-toxic,
6311,"Don’t worry Malaka, I love you ❤️ next year ❤️",Non-toxic,
6312,Fast and furious 🔥,Non-toxic,
6313,"It really matters that we lost this game and we are sad about that, but we are also grateful for all the team that worked so hard! We've got the rest of our targets ahead! Make us happy ,please!🏆⚽️🏆",Non-toxic,
6314,Good work🔥🔥🔥👏👏👏,Non-toxic,
6315,Drip 💧,Non-toxic,
6316,Congratulations 👏,Non-toxic,
6317,"Hello, my name is Romain, I am disabled and I collect football shirts, could you give me your shirt? I dream of having your national team jersey That would be great 😁 Have a nice day @user",Non-toxic,
6318,What a fucking mountain 🏔️🏔️🏔️,Non-toxic,
6319,Finally,Non-toxic,
6320,Thank u so much! U make us fans very proud! Keep it up! 👏🏻👏🏻,Non-toxic,
6321,Come to Newcastle United ⚫️⚪️,Non-toxic,
6322,Congratulations 💛🖤,Non-toxic,
6323,Hello Goodbye😂,Non-toxic,
6324,Congratulations gee,Non-toxic,
6325,You are special player we love you all and we never forget with your goal in Aris gave us the championship. We all thank you … you are in a very special place in our hearts and your part of this family mono AEKARA we wish all the best Tom 🫶🫶✊💪👏🫶,Non-toxic,
6326,Love you guys 🇧🇷❤️🇬🇷,Non-toxic,
6327,Reggie’s reaction was great,Non-toxic,
6328,U r a beast,Non-toxic,
6329,We are looking forward too...great player,Non-toxic,
6330,Goat,Non-toxic,
6331,the KING 👑,Non-toxic,
6332,Keep it up Stanko we stand with you💛🖤,Non-toxic,
6333,Welcome brother,Non-toxic,
6334,Need you back at OT😔😩,Non-toxic,
6335,Stay strong Alex💛🖤👏,Non-toxic,
6336,Don't go Julian🙏🙏,Non-toxic,
6337,My G ❤️,Non-toxic,
6338,Keep it up I’m so proud 🙏🏾💖,Non-toxic,
6339,Louac 😍❤️,Non-toxic,
6340,Captain Fantasy🇬🇲⚽🔥🔥🔥,Non-toxic,
6341,Congratulations!!! ❤️,Non-toxic,
6342,Good shols,Non-toxic,
6343,King . Please stay❤️,Non-toxic,
6344,Silence 🔕 but killer,Non-toxic,
6345,Fight for red and white 🔴⚪️,Non-toxic,
6346,50 million down the drain Antony martial scores again,Non-toxic,
6347,Big M ⭐️🫶🏿,Non-toxic,
6348,Stay until you hang up your boots,Non-toxic,
6349,You deserve the best 👏❤️⚪️🔴,Non-toxic,
6350,Good luck Niki! 🧡🖤💚🦁,Non-toxic,
6351,Stay strong💛🖤😢,Non-toxic,
6352,All the best my brother ❤️ 👑,Non-toxic,
6353,Crack,Non-toxic,
6354,You are on 🔥😍,Non-toxic,
6355,Welcome,Non-toxic,
6356,Welcome back 🇬🇷❤️,Non-toxic,
6357,Well done today 👏. Let's focus on the two other trophies 🔴⚪️,Non-toxic,
6358,I’m very grateful that you have given your heart to our team and I’m very proud watching you grow as a man and as a player. It’s still the beginning. To 100 more. Much love.,Non-toxic,
6359,Stay to ARIS Julian until to the end of your carrier💛👊👊,Non-toxic,
6360,Welcome and congratulations for your upgrade of coming to a bigger club!!,Non-toxic,
6361,Your HOME is HERE! 🏠🤍🖤,Non-toxic,
6362,Come back 🖤💛,Non-toxic,
6363,Amigo thank you once again and wish you a great season. Forever green heart 💚☘️,Non-toxic,
6364,Keep going,Non-toxic,
6365,Come back💛👑,Non-toxic,
6366,Man is a world cup fifa 23 swap token🔥,Non-toxic,
6367,It’s my dream,Non-toxic,
6368,Worldwide,Non-toxic,
6369,You was sooooo good!!!!!👏👏👏,Non-toxic,
6370,Our captain samagoal keep up brother your the champion,Non-toxic,
6371,Congratulations! He is gorgeous💙,Non-toxic,
6372,You are the best my friend ❤️❤️❤️😍😍😍,Non-toxic,
6373,Congrats 👏👏👏👏❤️,Non-toxic,
6374,"We continue stronger Rodi, that’s why we sang your name after ❤️",Non-toxic,
6375,Keep going Fransisco! 🔥,Non-toxic,
6376,I am Ahmed Sameh Scouting and an agent in a company,Non-toxic,
6377,👏stay to this team tomaz,Non-toxic,
6378,Only you,Non-toxic,
6379,Stay stay stay 🔥🔥🔥,Non-toxic,
6380,Congrats to my brother… amazing game well deserved @user ❤️🔥🦅🏆🧿 Eagles fly high ✅🇬🇲🇹🇷,Non-toxic,
6381,Star❤️🙌,Non-toxic,
6382,Happy birthday brother 🫶🏾🎉❤️,Non-toxic,
6383,😮😮😮wtf,Non-toxic,
6384,Mvp for sure !!!☘️☘️,Non-toxic,
6385,One of us☘️☘️,Non-toxic,
6386,Confirm🔥🔥🔥,Non-toxic,
6387,good luck maestro 🇫🇷❤️,Non-toxic,
6388,Monsters 🔥🔥☘️,Non-toxic,
6389,Focus and win game by the game. Vamos guysssss.,Non-toxic,
6390,Congratulations brother good start ❤️❤️,Non-toxic,
6391,Stay strong 💪🫡,Non-toxic,
6392,Good luck Krzychu!,Non-toxic,
6393,king,Non-toxic,
6394,Welcome back home 🔥🙌,Non-toxic,
6395,Always a wolf 🐺🐺🖤🧡,Non-toxic,
6396,King🔥🔥🔥👑👑👑,Non-toxic,
6397,Good move Bro all the best of luck 👏,Non-toxic,
6398,"You won our hearts forever !!! THANK YOU, NICLAS!!! 🔥🔥🔥🔥🔥🔥🔥🔥",Non-toxic,
6399,Get well soon and come back as soon as possible!☘️❤️,Non-toxic,
6400,You took as to the moon 💛🖤💛🖤,Non-toxic,
6401,goodbye taxiii,Non-toxic,
6402,Welcome to Greece and family Olympiacos Piraeus. Good luck and i have great season.❤️,Non-toxic,
6403,Such a pleasure to see you in PAOK 🔥🔥🔥,Non-toxic,
6404,God bless your boy and your family ❤️🙌,Non-toxic,
6405,Merry her already 💚🤍,Non-toxic,
6406,Get well soon!!! 👏👏👏⚪️⚫️,Non-toxic,
6407,What a fight!! We love you Viking 💚🤍,Non-toxic,
6408,We will miss you 😢💚🤍 thanks for all !!!,Non-toxic,
6409,Stay strong man! ❤️🙏🔴⚪️,Non-toxic,
6410,WELCOME🟡⚫️,Non-toxic,
6411,Congratulations 👶🏼🎉🫶,Non-toxic,
6412,Valbuena legend! When you retired from the action join olympiacos team as HR! We need you among us!,Non-toxic,
6413,Welcome to our family 💛🖤🦅,Non-toxic,
6414,My mentor,Non-toxic,
6415,King🔥🔥🔥❤️,Non-toxic,
6416,Quality👌❤️,Non-toxic,
6417,Makes my heart melt Jimmy! We can’t wait to see you guys counting down the days ❤️🫶🥰,Non-toxic,
6418,Stay here forever.....❤️,Non-toxic,
6419,welcome broooo ❤️🤍💚,Non-toxic,
6420,Best of luck♥️✌️,Non-toxic,
6421,Prove them wrong my man we love you from olympiacos if it helps think the goalkeeper is russian and you re trying to end his career,Non-toxic,
6422,You were my favourite player,Non-toxic,
6423,Come to Aris 💛🖤,Non-toxic,
6424,Welcome to AEK ATHENS!!!!!! ❤️❤️,Non-toxic,
6425,Great performance step by step you are getting back to action 🟡⚫️,Non-toxic,
6426,Congratulations bro✨🫶🏾,Non-toxic,
6427,You’re simply the best we love you,Non-toxic,
6428,They should have kept you in PAO first team 😢😢,Non-toxic,
6429,Stay strong beast! We are waiting for you!💛🖤,Non-toxic,
6430,you look like Aaron Pierre,Non-toxic,
6431,NO NEED TO APOLOGIZE! 🔴❤️,Non-toxic,
6432,We Will miss you ⚪️🔵⚪️🔵,Non-toxic,
6433,"Thank you for everything, good luck 🧡🐺🖤",Non-toxic,
6434,FIXXX 💪🏾💪🏾💪🏾,Non-toxic,
6435,Congrats guys ♥️♥️,Non-toxic,
6436,"🙌 great performance, thank u a lot",Non-toxic,
6437,child of god,Non-toxic,
6438,Yuh,Non-toxic,
6439,QUALITY💦💦💦,Non-toxic,
6440,Top performance as well Tony!!! My guy ❤️,Non-toxic,
6441,Finally back!! ⚫️⚪️⚫️⚪️,Non-toxic,
6442,Tony Martial scores again🎶🎶❤️,Non-toxic,
6443,Brother❤️❤️❤️,Non-toxic,
6444,New post !!,Non-toxic,
6445,Come back Andre...here is your port!! Olympiacos 4 ever!!!🔴🔴🔴,Non-toxic,
6446,Legend 🔥,Non-toxic,
6447,"Congratulations Stefan! It was awards galore for @user tonight! Kudos to our U-17 team as well, who got the Fairplay award.",Non-toxic,
6448,Captain🔥💛🤍,Non-toxic,
6449,Baba stay with us forever we need you for the champions League cause that's your level ! Best left back in super League 100%,Non-toxic,
6450,Respect Mady you wrote history here and we dont forget good luck 🔴⚪,Non-toxic,
6451,Proud of you 🇲🇦❤🙏,Non-toxic,
6452,Congratulations guys ❤️,Non-toxic,
6453,Go home...,Toxic,
6454,You are the best 🤍🖤🤍🖤,Non-toxic,
6455,New fan favourite 🔥,Non-toxic,
6456,Respect 🙌,Non-toxic,
6457,The best !!!,Non-toxic,
6458,"Awesome bro, keep on going people already love you💛🖤💛🖤💛",Non-toxic,
6459,Firsttt👏🏻,Non-toxic,
6460,Thnk y for all,Non-toxic,
6461,Congrats 👏🏾,Non-toxic,
